날짜,경상수지,원/미국달러(매매기준율),원/일본엔(100엔),원/유로,외환보유액,생산자물가지수,소비자물가지수,수출물가지수,수입물가지수,주택매매가격지수,주택전세가격지수,전산업경기지수,제조업경기지수,비제조업경기지수,국고채(3년),국고채(10년),"회사채(3년,AA-)",한국은행기준금리,미국(DowJones),미국(NASDAQ),EuroSTOXX,독일(DAX),일본(NIKKEI),싱가포르(STI),홍콩(항셍),중국(SHCOMP),뉴스심리지수,원화자금이체,선행종합지수1),동행종합지수2),설비투자지수,한국소비자물가,중국소비자물가,일본소비자물가,미국소비자물가,한국(KOSPI)
1,2302.7,1038.2,1005.7,1363.7,199699277.0,85.8,73.6,117.2,83.2,51.6,49.1,71.0,76.0,66.0,3.7,4.4,4.1,3.3,10489.9,2062.4,2984.6,4254.9,11387.6,2018.0,13721.7,1191.8,106.4,2477643.0,57.2,61.4,62.1,85.2,86.1,100.5,87.5,932.7
2,1819.9,1022.4,974.8,1333.9,202162426.0,86.0,73.9,115.8,83.1,51.7,49.2,76.0,80.0,74.0,4.2,4.9,4.6,3.3,10766.2,2051.7,3058.3,4350.5,11740.6,2033.9,14195.4,1306.0,110.6,2066605.0,57.5,61.4,58.9,85.6,87.7,100.2,88.0,1011.4
3,1735.9,1007.5,957.1,1328.6,205447299.0,86.0,74.3,114.2,84.4,51.9,49.4,83.0,85.0,81.0,4.0,4.8,4.5,3.3,10503.8,1999.2,3055.7,4348.8,11669.0,2056.6,13516.9,1181.2,104.0,2512936.0,57.9,61.8,70.3,86.1,86.9,100.5,88.7,965.7
4,877.4,1010.9,942.6,1308.8,206376404.0,86.3,74.4,113.4,85.5,52.2,49.6,84.0,88.0,81.0,3.9,4.7,4.3,3.3,10192.5,1921.7,2930.1,4184.8,11008.9,2043.9,13909.0,1159.2,100.9,2218395.0,58.1,61.9,64.7,86.2,86.6,100.6,89.2,911.3
5,440.4,1002.2,939.4,1271.8,206100363.0,85.7,74.3,109.9,83.6,52.5,49.6,80.0,83.0,78.0,3.7,4.4,4.1,3.3,10467.5,2068.2,3076.7,4460.6,11276.6,2081.8,13867.1,1060.7,101.9,2257815.4,58.1,62.1,66.9,86.1,86.4,100.7,89.2,970.2
6,882.9,1010.9,930.1,1229.1,204985923.0,85.3,74.1,110.4,84.8,52.9,49.7,78.0,82.0,76.0,3.8,4.5,4.2,3.3,10275.0,2057.0,3181.5,4586.3,11584.0,2161.3,14201.1,1080.9,102.0,2388332.3,58.1,62.3,71.1,85.8,85.8,100.3,89.2,1008.2
7,877.6,1037.4,927.2,1249.5,205684605.0,85.8,74.4,112.9,87.1,53.4,49.8,76.0,77.0,76.0,4.1,4.9,4.5,3.3,10640.9,2184.8,3326.5,4886.5,11899.6,2288.4,14881.0,1083.0,108.8,2543300.2,58.4,62.5,70.0,86.2,85.8,100.2,89.6,1111.3
8,1312.6,1021.2,921.8,1254.5,206712212.0,86.1,74.6,111.6,87.9,53.6,49.9,76.0,80.0,72.0,4.3,5.1,4.8,3.3,10481.6,2152.1,3263.8,4829.7,12413.6,2220.3,14903.6,1162.8,97.8,2656379.0,58.7,62.8,63.4,86.4,85.9,100.3,90.1,1083.3
9,-168.2,1029.3,927.1,1262.1,206731180.0,86.5,75.0,112.7,89.2,53.7,50.3,79.0,81.0,78.0,4.5,5.2,4.9,3.3,10568.7,2151.7,3428.5,5044.1,13574.3,2226.8,15428.5,1155.6,109.4,2600637.1,59.0,63.0,61.3,86.8,86.5,100.6,91.2,1221.0
10,435.6,1046.3,910.9,1258.0,207307269.0,86.7,74.9,113.4,88.7,53.7,50.6,82.0,86.0,79.0,4.8,5.4,5.2,3.5,10440.1,2120.3,3320.2,4929.1,13606.5,2143.4,14386.4,1092.8,105.7,2621774.7,59.3,63.3,66.6,86.7,86.9,100.6,91.4,1158.1
11,63.5,1041.4,880.1,1229.0,208230252.0,86.4,74.6,110.6,86.7,53.7,50.7,83.0,88.0,79.0,5.1,5.7,5.5,3.5,10805.9,2232.8,3447.1,5193.4,14872.2,2224.6,14937.1,1099.3,117.1,2861358.8,59.6,63.8,68.7,86.3,86.6,100.2,90.6,1297.4
12,1627.1,1024.2,863.9,1214.0,210390703.0,86.2,74.8,108.3,85.8,53.8,50.8,87.0,87.0,88.0,5.1,5.6,5.5,3.8,10717.5,2205.3,3578.9,5408.3,16111.4,2280.8,14876.4,1161.1,115.3,2961058.6,60.0,64.2,75.6,86.6,87.0,100.3,90.3,1379.4
13,1044.2,987.0,854.3,1194.8,216932905.0,86.5,75.2,105.6,85.0,54.0,51.0,87.0,87.0,87.0,5.0,5.6,5.5,3.8,10864.9,2305.8,3691.4,5674.2,16649.8,2348.9,15753.1,1258.1,112.1,2696470.5,60.4,64.7,66.1,87.1,88.1,100.4,90.9,1399.8
14,-1591.5,970.2,822.4,1159.7,215949925.0,86.5,75.4,103.5,84.1,54.2,51.2,82.0,81.0,84.0,4.9,5.3,5.3,4.0,10993.4,2281.4,3774.5,5796.0,16205.4,2416.9,15918.5,1299.0,100.8,2558698.0,60.6,64.8,67.9,87.3,88.5,100.1,91.1,1371.6
15,-661.3,975.1,831.3,1172.8,217344329.0,86.4,75.8,103.5,84.4,54.6,51.6,85.0,90.0,82.0,4.9,5.4,5.3,4.0,11109.3,2339.8,3853.7,5970.1,17059.7,2465.8,15805.0,1298.3,99.8,2864499.4,60.7,65.1,82.0,87.8,87.7,100.3,91.6,1359.6
16,-794.8,954.4,814.8,1169.9,222890019.0,86.6,75.9,102.3,85.6,55.0,51.9,87.0,88.0,87.0,5.0,5.5,5.2,4.0,11367.1,2322.6,3839.9,6009.9,16906.2,2548.4,16661.3,1440.2,98.8,2591206.5,60.7,65.3,75.9,87.9,87.9,100.5,92.4,1419.7
17,-164.0,941.4,843.0,1201.7,224689153.0,86.9,76.1,102.0,87.2,55.6,52.1,83.0,83.0,83.0,4.8,5.2,5.1,4.0,11168.3,2178.9,3637.2,5692.9,15467.3,2338.1,15857.9,1641.3,93.1,2659760.2,60.9,65.7,78.2,88.1,87.8,100.8,92.9,1317.7
18,2103.0,955.2,833.0,1208.7,224357276.0,86.7,75.9,103.5,88.0,55.9,52.1,82.0,83.0,81.0,4.9,5.3,5.2,4.3,11150.2,2172.1,3648.9,5683.3,15505.2,2398.4,16267.6,1672.2,90.3,2780687.5,60.8,65.7,74.6,87.9,87.4,100.8,93.1,1295.2
19,-833.4,950.2,821.4,1206.2,225715888.0,87.0,76.2,103.5,89.3,56.0,52.2,77.0,76.0,77.0,4.9,5.2,5.2,4.3,11185.7,2091.5,3691.9,5682.0,15456.8,2401.8,16971.3,1612.7,88.3,2439656.6,60.7,65.4,71.0,88.2,87.1,100.5,93.3,1297.8
20,-892.6,960.7,829.7,1230.6,227024881.0,87.6,76.6,105.6,90.9,56.1,52.3,72.0,71.0,73.0,4.8,4.9,5.1,4.5,11381.2,2183.8,3808.7,5859.6,16140.8,2452.5,17392.3,1658.6,92.3,2633197.8,60.7,65.6,75.9,88.7,87.4,101.2,93.5,1352.7
21,996.1,953.7,814.3,1214.9,228224315.0,87.8,76.9,104.9,87.7,56.4,52.7,81.0,83.0,79.0,4.7,4.9,5.0,4.5,11679.1,2258.4,3899.4,6004.3,16127.6,2523.0,17543.1,1752.4,101.6,2613272.9,61.1,66.0,75.9,89.0,87.8,101.2,93.1,1371.4
22,811.0,954.2,803.2,1202.4,229461022.0,87.0,76.5,103.7,86.6,57.2,53.3,84.0,85.0,82.0,4.6,4.8,4.9,4.5,12080.7,2366.7,4004.8,6268.9,16399.4,2646.4,18324.4,1838.0,98.4,2495318.2,61.5,66.9,73.6,88.6,87.9,101.0,92.6,1364.6
23,2637.4,936.2,798.0,1205.3,234256939.0,86.6,76.1,101.2,85.3,58.9,53.8,83.0,83.0,83.0,4.7,4.9,5.1,4.5,12221.9,2431.8,3987.2,6309.2,16274.3,2769.4,18960.5,2099.3,99.2,2862333.0,61.9,67.3,78.6,88.1,88.2,100.5,92.4,1432.2
24,-559.7,925.8,790.2,1222.8,238956116.0,86.5,76.3,100.1,85.3,60.0,54.1,84.0,83.0,85.0,4.8,5.0,5.2,4.5,12463.2,2415.3,4119.9,6596.9,17225.8,2918.6,19964.7,2675.5,98.2,2734038.1,62.0,67.6,81.5,88.4,89.4,100.6,92.6,1434.5
25,1028.7,936.4,777.9,1217.0,240228757.0,86.5,76.5,99.6,83.8,60.5,54.3,79.0,80.0,79.0,5.0,5.0,5.3,4.5,12621.7,2463.9,4178.5,6789.1,17383.4,3044.2,20106.4,2786.3,91.8,2762568.2,62.1,67.8,77.1,88.6,90.0,100.4,92.8,1360.2
26,1597.6,937.0,776.8,1225.1,242812021.0,86.6,77.0,99.2,85.4,60.8,54.5,81.0,80.0,82.0,4.9,5.0,5.3,4.5,12268.6,2416.2,4087.1,6715.4,17604.1,3034.4,19651.5,2881.1,96.4,2564254.6,62.4,68.0,76.1,89.2,90.9,99.9,93.3,1417.3
27,137.5,943.3,804.8,1249.4,243915438.0,87.0,77.5,100.1,88.2,60.9,54.7,85.0,84.0,85.0,4.8,4.9,5.2,4.5,12354.4,2421.6,4181.0,6917.0,17287.7,3160.9,19800.9,3184.0,97.5,3028756.8,62.5,68.3,87.5,89.7,90.7,100.2,94.2,1452.6
28,655.6,931.5,783.7,1257.7,247259663.0,87.6,77.8,100.4,89.2,61.0,54.9,87.0,87.0,88.0,4.9,5.1,5.3,4.5,13062.9,2525.1,4392.3,7408.9,17400.4,3285.7,20319.0,3841.3,106.3,3054065.8,62.8,68.6,86.0,90.0,90.6,100.5,94.8,1542.2
29,-1617.2,927.9,768.5,1254.1,250741103.0,88.1,77.8,100.5,89.7,61.0,55.0,88.0,89.0,87.0,5.1,5.2,5.5,4.5,13627.6,2604.5,4512.7,7883.0,17875.8,3441.3,20634.5,4109.7,107.1,2798622.0,63.0,68.8,82.5,90.1,90.8,100.8,95.4,1700.9
30,1387.1,928.3,757.1,1244.9,250701619.0,88.2,77.8,100.7,89.4,61.1,55.0,88.0,88.0,88.0,5.2,5.5,5.6,4.5,13408.6,2603.2,4489.8,8007.3,18138.4,3475.9,21772.7,3820.7,107.6,2804795.8,63.4,69.0,81.7,90.1,91.2,100.6,95.6,1743.6
31,2172.6,918.9,755.6,1260.0,254838621.0,88.4,78.1,100.8,89.4,61.2,55.0,87.0,88.0,87.0,5.4,5.5,5.8,4.8,13212.0,2545.6,4315.7,7584.1,17248.9,3481.0,23184.9,4471.0,112.0,3276989.8,63.8,69.3,75.6,90.5,92.0,100.5,95.5,1933.3
32,3112.6,933.8,799.8,1272.4,255301804.0,88.3,78.2,102.0,90.2,61.3,55.1,85.0,86.0,84.0,5.3,5.4,5.7,5.0,13357.7,2596.4,4294.6,7638.2,16569.1,3328.4,23984.1,5218.8,97.8,3314541.1,64.1,69.6,78.2,90.6,93.1,101.0,95.4,1873.2
33,2496.5,932.4,810.6,1291.2,257293573.0,88.7,78.7,102.1,92.3,61.5,55.2,87.0,87.0,86.0,5.4,5.5,5.9,5.0,13895.6,2701.5,4381.7,7861.5,16785.7,3645.4,27142.5,5552.3,103.7,2745926.1,64.3,69.7,68.8,91.1,93.4,101.0,95.6,1946.5
34,-853.7,915.9,790.7,1303.3,260138379.0,88.9,78.8,101.1,93.2,61.7,55.4,87.0,88.0,87.0,5.4,5.6,6.0,5.0,13930.0,2859.1,4489.8,8019.2,16737.6,3763.6,31352.6,5954.8,108.1,3589970.3,64.4,70.1,78.2,91.2,93.7,101.3,95.8,2064.9
35,1214.9,917.0,826.2,1345.6,261927965.0,89.3,78.8,103.0,96.9,61.8,55.5,88.0,90.0,86.0,5.5,5.6,6.2,5.0,13371.7,2661.0,4395.0,7870.5,15680.7,3496.4,28643.6,4871.8,97.2,3637599.8,64.6,70.4,83.4,91.2,94.3,101.1,96.4,1906.0
36,-859.8,930.2,828.4,1355.2,262224070.0,89.6,79.1,103.5,98.6,61.9,55.5,85.0,86.0,84.0,5.9,5.8,6.7,5.0,13264.8,2652.3,4399.7,8067.3,15307.8,3465.6,27812.7,5261.6,103.0,3248519.6,64.8,70.9,87.7,91.6,95.3,101.3,96.3,1897.1
37,722.4,942.4,872.9,1386.2,261870733.0,90.1,79.5,105.4,101.6,62.1,55.6,83.0,85.0,83.0,5.4,5.6,6.6,5.0,12650.4,2389.9,3792.8,6851.8,13592.5,2981.8,23455.7,4383.4,98.5,3596816.3,64.8,71.4,76.9,92.0,96.4,101.1,96.8,1624.7
38,-2226.7,944.7,880.6,1395.4,262364808.0,91.0,79.8,106.7,104.4,62.3,55.7,83.0,83.0,82.0,5.1,5.3,6.3,5.0,12266.4,2271.5,3724.5,6748.1,13603.0,3026.5,24331.7,4348.5,97.9,2881617.8,64.6,71.6,74.0,92.4,98.9,100.9,97.1,1711.6
39,1417.6,979.9,972.3,1519.5,264245660.0,92.2,80.5,113.4,112.9,62.7,56.1,81.0,85.0,78.0,5.2,5.4,6.1,5.0,12262.9,2279.1,3628.1,6535.0,12525.5,3007.4,22849.2,3472.7,88.1,3459325.4,64.6,71.7,87.0,93.2,98.2,101.4,97.9,1704.0
40,416.8,986.7,962.4,1555.1,260482546.0,94.1,81.0,116.2,117.2,63.3,56.4,85.0,89.0,82.0,5.0,5.2,5.9,5.0,12820.1,2412.8,3825.0,6948.8,13850.0,3147.8,25755.4,3693.1,103.7,3553467.7,64.6,71.7,85.1,93.7,98.3,101.3,98.5,1825.5
41,-1317.0,1036.7,994.2,1614.6,258198958.0,96.0,81.6,124.6,129.7,63.7,56.6,82.0,87.0,78.0,5.3,5.5,6.2,5.0,12638.3,2522.7,3777.9,7096.8,14338.5,3192.6,24533.1,3433.4,93.1,3313626.5,64.7,71.7,82.0,94.5,98.0,102.2,99.4,1852.0
42,-2170.5,1029.3,963.0,1601.7,258097988.0,97.5,82.2,126.0,133.2,64.1,56.8,76.0,79.0,74.0,5.7,5.9,6.7,5.0,11350.0,2293.0,3352.8,6418.3,13481.4,2947.5,22102.0,2736.1,76.3,3501377.1,64.6,71.5,83.2,95.1,97.8,102.6,100.4,1674.9
43,-1147.8,1019.1,954.2,1606.7,247522666.0,99.4,82.7,126.1,134.6,64.3,56.9,75.0,78.0,73.0,6.0,6.0,7.0,5.0,11378.0,2325.6,3367.8,6479.6,13376.8,2929.7,22731.1,2775.7,79.6,4001363.6,64.6,71.5,82.7,95.8,97.9,102.8,100.9,1594.7
44,-4327.2,1041.5,953.0,1561.6,243200303.0,99.2,82.6,124.3,128.7,64.4,57.0,73.0,76.0,71.0,5.8,5.9,7.1,5.3,11543.6,2367.5,3365.6,6422.3,13072.9,2740.0,21261.9,2397.4,75.9,3446264.3,64.6,71.6,78.4,95.6,97.8,103.1,100.5,1474.2
45,1096.3,1130.4,1060.6,1627.6,239671786.0,98.8,82.7,130.1,131.7,64.6,57.2,73.0,73.0,73.0,5.8,6.0,7.5,5.3,10850.7,2082.3,3038.2,5831.0,11259.9,2358.9,18016.2,2293.8,70.5,3921646.1,64.7,71.7,73.7,95.7,97.8,103.1,100.3,1448.1
46,1661.8,1326.9,1327.1,1765.3,212252810.0,98.5,82.6,140.1,137.1,64.6,57.3,64.0,67.0,62.0,5.1,5.5,8.0,4.3,9325.0,1721.0,2591.8,4988.0,8577.0,1794.2,13968.7,1728.8,60.0,3854588.6,64.7,71.7,76.4,95.6,97.5,103.0,99.3,1113.1
47,870.5,1390.1,1435.1,1768.9,200505915.0,96.2,82.4,135.4,128.0,64.3,57.1,55.0,54.0,57.0,5.0,5.7,8.6,4.0,8829.0,1535.6,2430.3,4669.4,8512.3,1732.6,13888.2,1871.2,65.5,3535066.7,64.6,71.3,69.3,95.4,96.7,102.2,97.4,1076.1
48,6756.1,1373.8,1503.3,1846.1,201223413.0,94.6,82.4,129.4,120.7,63.8,56.4,51.0,45.0,56.0,4.0,4.9,8.4,3.0,8776.4,1577.0,2447.6,4810.2,8859.6,1761.6,14387.5,1820.8,72.7,3961609.8,64.6,70.7,72.1,95.4,96.5,101.7,96.4,1124.5
49,1433.2,1346.1,1487.2,1793.8,201741003.0,94.3,82.5,125.0,118.5,63.5,55.9,52.0,47.0,57.0,3.4,4.4,7.3,2.5,8000.9,1476.4,2237.0,4338.4,7994.1,1746.5,13278.2,1990.7,76.5,3409708.2,64.6,70.4,54.7,95.5,97.4,101.1,96.8,1162.1
50,6214.5,1429.5,1546.1,1829.9,201534628.0,95.0,83.0,131.1,123.2,63.3,55.8,52.0,43.0,59.0,3.8,5.2,7.1,2.0,7062.9,1377.8,1976.2,3843.7,7568.4,1594.9,12811.6,2082.9,80.2,3087484.4,65.1,70.4,60.8,96.2,97.4,100.8,97.3,1063.0
51,5874.0,1462.0,1495.7,1904.0,206340481.0,95.4,83.6,133.2,124.8,63.2,55.8,58.0,56.0,60.0,3.7,5.0,6.1,2.0,7608.9,1528.6,2071.1,4084.8,8109.5,1700.0,13576.0,2373.2,89.9,3371945.3,65.6,70.6,69.8,96.8,97.1,101.1,97.6,1206.3
52,4904.2,1341.9,1356.2,1771.6,212478021.0,95.5,83.9,125.2,115.1,63.2,55.9,69.0,67.0,71.0,3.8,4.9,5.7,2.0,8168.1,1717.3,2375.3,4769.5,8828.3,1920.3,15521.0,2477.6,99.0,3930523.3,66.5,71.0,66.6,97.1,96.9,101.2,97.8,1369.4
53,1896.5,1258.7,1304.5,1719.1,226766307.0,94.8,83.9,119.5,111.6,63.3,56.0,74.0,73.0,75.0,3.8,5.1,5.2,2.0,8500.3,1774.3,2451.2,4940.8,9522.5,2329.1,18171.0,2632.9,99.9,3618428.6,67.1,71.2,68.7,97.1,96.6,101.0,98.1,1395.9
54,3867.9,1261.4,1305.5,1767.8,231734629.0,94.5,83.8,121.8,117.3,63.4,56.2,77.0,76.0,78.0,4.1,5.3,5.2,2.0,8447.0,1835.0,2401.7,4808.6,9958.4,2333.1,18378.7,2959.4,101.1,4050005.0,67.8,71.8,76.9,97.0,96.1,100.8,98.9,1390.1
55,2062.0,1264.0,1338.1,1778.8,237509692.0,95.6,84.1,122.7,117.3,63.6,56.4,78.0,80.0,77.0,4.1,5.2,5.5,2.0,9171.6,1978.5,2638.1,5332.1,10356.8,2659.2,20573.3,3412.1,108.9,4300096.7,68.1,72.2,70.4,97.4,96.1,100.5,98.8,1557.3
56,1169.3,1238.4,1304.3,1766.3,245458538.0,96.2,84.4,122.9,119.7,63.8,56.6,81.0,84.0,78.0,4.4,5.4,5.7,2.0,9496.3,2009.1,2775.2,5464.6,10492.5,2592.9,19724.2,2667.8,105.5,3889040.8,68.4,72.4,66.3,97.7,96.6,100.8,99.0,1591.9
57,584.9,1219.2,1332.4,1774.2,254247250.0,96.3,84.5,120.7,117.4,64.3,57.4,84.0,90.0,80.0,4.4,5.4,5.6,2.0,9712.3,2122.4,2872.6,5675.2,10133.2,2672.6,20955.3,2779.4,109.2,4143076.9,68.8,72.8,78.0,97.8,97.0,100.8,99.0,1673.1
58,2382.4,1175.3,1300.8,1742.9,264187192.0,95.5,84.2,117.0,116.1,64.5,57.9,88.0,90.0,86.0,4.5,5.5,5.6,2.0,9712.7,2045.1,2743.5,5415.0,10034.7,2651.1,21752.9,2995.9,106.2,3984713.7,69.3,73.1,71.9,97.5,96.9,100.4,99.1,1580.7
59,727.7,1164.2,1304.4,1736.6,270892261.0,95.8,84.4,117.3,118.3,64.7,58.2,85.0,88.0,82.0,4.3,5.4,5.4,2.0,10344.8,2144.6,2797.3,5626.0,9345.6,2732.1,21821.5,3195.3,105.4,3977951.6,69.9,73.4,79.3,97.7,97.2,100.2,99.2,1555.6
60,1971.9,1166.5,1300.8,1703.7,269994736.0,96.3,84.7,118.3,118.9,64.8,58.3,89.0,89.0,89.0,4.2,5.3,5.4,2.0,10428.1,2269.2,2965.0,5957.4,10546.4,2897.6,21872.5,3277.1,114.8,4213065.3,70.3,73.6,87.5,98.0,98.1,100.0,99.0,1682.8
61,-940.8,1138.8,1248.3,1627.5,273693584.0,96.7,85.4,117.2,118.4,64.9,58.5,89.0,93.0,86.0,4.3,5.4,5.4,2.0,10067.3,2147.4,2776.8,5608.8,10198.0,2745.4,20122.0,2989.3,113.2,3681297.1,70.6,74.0,73.7,98.8,98.7,100.1,99.4,1602.4
62,1980.4,1157.1,1281.7,1584.5,270659721.0,96.9,85.5,118.7,118.8,65.0,58.9,89.0,92.0,87.0,4.2,5.3,5.3,2.0,10325.3,2238.3,2728.5,5598.5,10126.0,2750.9,20608.7,3051.9,104.9,3585725.4,70.7,74.5,77.1,99.0,99.9,100.1,99.4,1594.6
63,1136.3,1137.6,1255.8,1544.9,272331061.0,97.3,85.7,118.2,119.7,65.2,59.3,89.0,96.0,85.0,3.9,4.9,5.0,2.0,10856.6,2398.0,2931.2,6153.6,11089.9,2887.5,21239.4,3109.1,109.0,4254429.1,70.7,75.1,95.8,99.2,99.2,100.3,99.8,1692.9
64,3102.5,1117.1,1195.3,1501.7,278873477.0,98.0,86.0,118.5,120.8,65.3,59.6,94.0,101.0,88.0,3.8,4.9,4.7,2.0,11008.6,2461.2,2816.9,6135.7,11057.4,2974.6,21108.6,2870.6,112.8,4424197.1,70.7,75.5,89.8,99.6,99.4,100.3,100.0,1741.6
65,5963.5,1163.1,1265.2,1460.7,270221038.0,98.9,86.1,121.4,124.2,65.4,59.9,95.0,102.0,89.0,3.7,5.0,4.5,2.0,10136.6,2257.0,2610.3,5964.3,9768.7,2752.6,19765.2,2592.2,107.9,3991229.6,71.0,76.0,85.9,99.7,99.3,100.3,100.1,1641.3
66,3438.8,1212.3,1333.6,1480.9,274218706.0,99.0,86.0,125.0,127.1,65.4,60.1,94.0,102.0,87.0,3.8,4.9,4.7,2.0,9774.0,2109.2,2573.3,5965.5,9382.6,2835.5,20129.0,2398.4,109.9,4294174.5,71.2,76.4,96.9,99.6,98.7,100.1,100.0,1698.3
67,3293.3,1207.3,1377.7,1540.3,285957848.0,99.2,86.2,124.1,126.7,65.3,60.3,93.0,100.0,88.0,3.9,4.9,4.8,2.3,10465.9,2254.7,2742.1,6148.0,9537.3,2987.7,21029.8,2637.5,109.6,4458979.8,71.3,76.8,92.5,99.8,99.1,99.6,100.0,1759.3
68,4056.7,1179.9,1380.2,1523.3,285353120.0,99.5,86.6,120.8,126.5,65.3,60.5,88.0,96.0,81.0,3.7,4.7,4.7,2.3,10014.7,2114.0,2623.0,5925.2,8824.1,2950.3,20536.5,2638.8,105.1,4378076.2,71.4,76.8,91.4,100.3,99.7,99.7,100.1,1742.8
69,3517.3,1167.0,1384.2,1518.7,289775214.0,100.1,87.3,119.8,126.4,65.3,60.9,88.0,93.0,83.0,3.5,4.3,4.4,2.3,10788.1,2368.6,2747.9,6229.0,9369.4,3097.6,22358.2,2655.7,110.0,4038649.6,71.4,76.7,87.2,101.1,100.3,99.9,100.2,1872.8
70,1363.7,1123.5,1371.1,1559.6,293347790.0,100.5,87.3,116.2,124.8,65.5,61.4,89.0,95.0,85.0,3.2,4.1,4.1,2.3,11118.5,2507.4,2845.0,6601.4,9202.5,3142.6,23096.3,2978.8,108.5,4163571.1,71.3,76.6,88.5,101.1,101.0,100.2,100.3,1883.0
71,1749.2,1126.2,1366.6,1541.3,290230708.0,100.8,86.9,116.9,127.2,65.7,62.0,90.0,94.0,87.0,3.4,4.5,4.2,2.5,11006.0,2498.2,2651.0,6688.5,9937.0,3144.7,23008.0,2820.2,111.0,4561841.9,71.4,76.8,92.0,100.6,102.1,99.9,100.3,1904.6
72,-710.5,1147.6,1376.7,1515.4,291570661.0,101.8,87.3,120.3,132.9,66.0,62.5,90.0,95.0,86.0,3.3,4.5,4.2,2.5,11577.5,2652.9,2792.8,6914.2,10228.9,3190.0,23035.5,2808.1,112.2,4730905.6,71.5,77.3,99.2,101.0,102.6,99.7,100.5,2051.0
73,-869.9,1120.1,1356.3,1495.4,295956219.0,103.3,88.3,118.2,132.3,66.3,63.0,87.0,93.0,83.0,3.7,4.7,4.5,2.8,11891.9,2700.1,2953.6,7077.5,10237.9,3179.7,23447.3,2790.7,115.4,4336134.3,72.0,78.2,82.5,102.2,103.6,99.6,101.0,2069.7
